source,target,edge_type,confidence,fk_columns,ref_columns,note
product_storage_locations::HR07::S8907367028192::7061,product_plants::HR07::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::HR07::S8907367028192::7083,product_plants::HR07::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::JH05::S8907367028192::5065,product_plants::JH05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::KA05::S8907367028192::5016,product_plants::KA05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::KA05::S8907367028192::5017,product_plants::KA05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::KA05::S8907367028192::5024,product_plants::KA05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::KA05::S8907367028192::5025,product_plants::KA05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::KA05::S8907367028192::5051,product_plants::KA05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::KA05::S8907367028192::5052,product_plants::KA05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::KA05::S8907367028192::5053,product_plants::KA05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::KA05::S8907367028192::5056,product_plants::KA05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::KA05::S8907367028192::5068,product_plants::KA05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::KA05::S8907367028192::5073,product_plants::KA05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::KA05::S8907367028192::5074,product_plants::KA05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::KA05::S8907367028192::5076,product_plants::KA05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::KA05::S8907367028192::5077,product_plants::KA05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::KA05::S8907367028192::5078,product_plants::KA05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::KA05::S8907367028192::5105,product_plants::KA05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::KA05::S8907367028192::5114,product_plants::KA05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::KA05::S8907367028192::5118,product_plants::KA05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::KA05::S8907367028192::5132,product_plants::KA05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::KA07::S8907367028192::7051,product_plants::KA07::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::KA07::S8907367028192::7056,product_plants::KA07::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::KA07::S8907367028192::7077,product_plants::KA07::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::KA07::S8907367028192::7079,product_plants::KA07::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::KA07::S8907367028192::7092,product_plants::KA07::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::KR05::S8907367028192::5056,product_plants::KR05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::KR05::S8907367028192::5096,product_plants::KR05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::KR07::S8907367028192::7011,product_plants::KR07::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::KR07::S8907367028192::7065,product_plants::KR07::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::KR07::S8907367028192::7081,product_plants::KR07::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MH05::S8907367028192::5018,product_plants::MH05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MH05::S8907367028192::5026,product_plants::MH05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MH05::S8907367028192::5027,product_plants::MH05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MH05::S8907367028192::5028,product_plants::MH05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MH05::S8907367028192::5029,product_plants::MH05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MH05::S8907367028192::5033,product_plants::MH05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MH05::S8907367028192::5044,product_plants::MH05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MH05::S8907367028192::5045,product_plants::MH05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MH05::S8907367028192::5046,product_plants::MH05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MH05::S8907367028192::5069,product_plants::MH05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MH05::S8907367028192::5079,product_plants::MH05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MH05::S8907367028192::5080,product_plants::MH05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MH05::S8907367028192::5081,product_plants::MH05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MH05::S8907367028192::5082,product_plants::MH05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MH05::S8907367028192::5084,product_plants::MH05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MH05::S8907367028192::5085,product_plants::MH05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MH05::S8907367028192::5104,product_plants::MH05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MH05::S8907367028192::5111,product_plants::MH05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MH05::S8907367028192::5116,product_plants::MH05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MH05::S8907367028192::5124,product_plants::MH05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MH07::S8907367028192::7024,product_plants::MH07::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MH07::S8907367028192::7029,product_plants::MH07::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
